CLASS,SPECIES_FINAL,STRAIN,SOURCE_FINAL,AUTHOR_FINAL,NONSYNOM_REM,NONSYNOM_ALT,NONSYNOM_REC,SPECIES_TOGASHI,AUTHOR_TOGASHI,SOURCE_VERIFICATION,AUTHOR_VERIFICATION,SPECIES_TOGASHI_ALT,SPECIES_TOGASHI_NON,TITLE_INFO,TITLE_MATCH,SPECIES_CHANGED,AMBIGUOUS,SPORE,PROCESS,CARDINAL,TEMPERATURE,DETAILS,UNCERTAINTY,TEMPERATURE_REFERENCE,DISEASE,HOST_PLANT
fungi,fusarium oxysporum,strain q,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain r,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain s,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain t,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain u,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain v,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain w,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain x,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,min,10,note:  <10,<,"White, R. P. 1927",,
fungi,fusarium oxysporum,,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,28,,,"Clayton, 1920",,
fungi,fusarium oxysporum,,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,28,,,"Clayton, 1933",,
fungi,fusarium oxysporum,,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,29,note:  about,,"Edgerton and Moreland, 1920",,
fungi,fusarium oxysporum,strain y,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-28,,"Haymaker, 1928",,
fungi,fusarium oxysporum,strain z,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-28,,"Haymaker, 1928",,
fungi,fusarium oxysporum,strain ad,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,28.5,note:  28-29,,"Jossel and Rordas, 1931",,
fungi,fusarium oxysporum,strain ae,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,25,note:  >25,>,"Wager, 1933",,
fungi,fusarium oxysporum,strain a,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain b,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain c,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain d,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain e,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain f,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain g,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain h,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain i,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain j,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain k,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain l,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain m,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain n,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain o,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain p,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain q,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain r,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain s,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain t,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain u,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain v,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
fungi,fusarium oxysporum,strain w,SF,Schltdl. (1824),,,,"fusarium bulbigenum var. lycopersici, fusarium lycopersici",(Brushi) Wr; Brushi,MB - LEG; SF,"(Bruschi) Wollenw. & Reinking, Die Fusarien, ihre Beschreibung, Schadwirkung und Bekämpfung: nos 996-997 (1935) [MB#123711] - recorded as fusarium oxysporum f.sp. Lycopersici, however here recorded as fusarium oxysporum. Recorded in other rows as fusarium oxysporum f.sp. lycopersici; Bruschi (1912)",,,,,,,,growth in culture,opt,26,note:  24-26,,"White, R. P. 1927",,
